case_id,mission_type,payload_kg,endurance_min,range_km,cruise_speed_kmh,environment,takeoff_type,landing_type,budget,input_valid,selection_success,selected_vehicle_family,selection_score,alternative_vehicle,warnings,failure_category,failure_reason,execution_time_ms
2291,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0355
2292,INSPECTION,0.61,24.1,2.7,15.3,INDOOR,VERTICAL,VERTICAL,15455.01,True,True,MULTIROTOR,0.8,None,,,,0.0624
2293,MAPPING,2.73,31.1,11.9,24.9,URBAN,VERTICAL,VERTICAL,25698.17,True,True,MULTIROTOR,0.8,VTOL,,,,0.0642
2294,AGRICULTURE,1.63,81.5,77.6,105.4,FOREST,CATAPULT,RUNWAY,46089.8,True,True,FIXED_WING,1.0,VTOL,,,,0.0676
2295,CUSTOM,2.03,127.9,119.6,75.4,FOREST,RUNWAY,RUNWAY,16857.51,True,True,FIXED_WING,1.0,VTOL,,,,0.0645
2296,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0365
2297,RESEARCH,0.94,5.9,1.5,33.2,INDOOR,VERTICAL,VERTICAL,37487.65,True,True,MULTIROTOR,0.8,None,,,,0.0697
2298,DELIVERY,0.13,17.5,4.8,15.0,INDOOR,VERTICAL,VERTICAL,48997.27,True,True,MULTIROTOR,0.8,None,,,,0.0654
2299,CUSTOM,20.85,30.9,15.5,57.9,DESERT,RUNWAY,RUNWAY,16726.76,True,True,FIXED_WING,0.85,VTOL,,,,0.0641
2300,SECURITY,3.5,69.5,74.8,67.8,FOREST,CATAPULT,BELLY_LANDING,20801.27,True,True,FIXED_WING,1.0,VTOL,,,,0.0631
2301,TRAINING,0.83,27.2,4.4,31.8,RURAL,VERTICAL,VERTICAL,16033.53,True,True,MULTIROTOR,0.8,VTOL,,,,0.0633
2302,MILITARY,3.8,16.1,7.0,39.0,RURAL,VERTICAL,VERTICAL,33098.47,True,True,MULTIROTOR,0.8,VTOL,,,,0.0631
2303,DISASTER_RESPONSE,2.82,144.9,39.2,83.4,RURAL,CATAPULT,BELLY_LANDING,21739.05,True,True,FIXED_WING,1.0,VTOL,,,,0.0642
2304,TRAINING,24.59,38.3,77.9,58.7,MOUNTAIN,VERTICAL,VERTICAL,50720.18,True,True,VTOL,0.95,MULTIROTOR,,,,0.0966
2305,MILITARY,23.14,45.3,19.1,70.4,MOUNTAIN,VERTICAL,RUNWAY,75999.88,True,True,VTOL,0.7,MULTIROTOR,,,,0.1153
2306,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0544
2307,AGRICULTURE,3.5,14.4,12.8,28.0,RURAL,VERTICAL,VERTICAL,51610.24,True,True,MULTIROTOR,0.8,VTOL,,,,0.4069
2308,DELIVERY,3.47,134.7,70.0,103.8,DESERT,CATAPULT,RUNWAY,66700.18,True,True,FIXED_WING,1.0,VTOL,,,,0.1082
2309,TRAINING,1.33,11.0,4.3,13.3,INDOOR,VERTICAL,VERTICAL,15399.6,True,True,MULTIROTOR,0.8,None,,,,0.2905
2310,DISASTER_RESPONSE,9.1,24.1,78.2,77.9,RURAL,VERTICAL,RUNWAY,38512.29,True,True,VTOL,0.95,MULTIROTOR,,,,0.2299
2311,INSPECTION,1.15,19.2,4.1,14.4,INDOOR,VERTICAL,VERTICAL,26566.63,True,True,MULTIROTOR,0.8,None,,,,0.1097
2312,INSPECTION,6.17,96.4,84.2,73.7,FOREST,VERTICAL,VERTICAL,75720.9,True,True,VTOL,0.95,MULTIROTOR,,,,0.1092
2313,DELIVERY,4.93,43.0,93.1,105.7,MOUNTAIN,VERTICAL,VERTICAL,17693.1,True,True,VTOL,0.95,MULTIROTOR,,,,0.1041
2314,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0638
2315,TRAINING,7.3,59.4,30.5,94.3,MARINE,VERTICAL,VERTICAL,33526.56,True,True,VTOL,0.95,MULTIROTOR,,,,0.1062
2316,MAPPING,0.12,18.6,1.6,25.9,INDOOR,VERTICAL,VERTICAL,61794.13,True,True,MULTIROTOR,0.8,None,,,,0.0982
2317,MAPPING,3.52,23.6,11.7,21.6,RURAL,VERTICAL,VERTICAL,45387.69,True,True,MULTIROTOR,0.8,VTOL,,,,0.0918
2318,MILITARY,8.74,36.3,78.1,51.3,DESERT,VERTICAL,RUNWAY,2626.79,True,True,VTOL,0.95,MULTIROTOR,,,,0.0923
2319,CUSTOM,4.06,96.8,79.4,74.7,MOUNTAIN,HAND_LAUNCH,NET_RECOVERY,50793.09,True,True,FIXED_WING,1.0,VTOL,,,,0.0854
2320,INSPECTION,0.92,22.4,5.5,47.9,URBAN,VERTICAL,VERTICAL,49991.01,True,True,MULTIROTOR,0.8,VTOL,,,,0.0852
2321,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0464
2322,MILITARY,3.52,107.6,46.6,106.6,MOUNTAIN,VERTICAL,VERTICAL,36080.41,True,True,VTOL,0.95,MULTIROTOR,,,,0.0688
2323,DELIVERY,19.43,38.2,33.0,59.7,RURAL,RUNWAY,VERTICAL,58076.64,True,True,VTOL,0.8,MULTIROTOR,,,,0.0679
2324,DELIVERY,14.33,68.4,53.6,41.3,MOUNTAIN,VERTICAL,VERTICAL,65238.31,True,True,VTOL,0.95,MULTIROTOR,,,,0.0809
2325,DISASTER_RESPONSE,12.09,56.3,22.6,82.3,DESERT,RUNWAY,RUNWAY,11301.28,True,True,FIXED_WING,0.85,VTOL,,,,0.07
2326,SURVEY,3.0,-10.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,0.0119
2327,SURVEY,0.53,17.4,8.8,22.8,RURAL,VERTICAL,VERTICAL,45968.77,True,True,MULTIROTOR,0.8,VTOL,,,,0.0741
2328,DISASTER_RESPONSE,24.59,83.1,63.4,81.3,MOUNTAIN,RUNWAY,RUNWAY,74459.04,True,True,FIXED_WING,1.0,VTOL,,,,0.068
2329,MAPPING,4.12,73.0,93.1,99.4,MARINE,VERTICAL,VERTICAL,45317.83,True,True,VTOL,0.95,MULTIROTOR,,,,0.0684
2330,INSPECTION,6.22,102.3,91.2,108.0,RURAL,VERTICAL,VERTICAL,73626.54,True,True,VTOL,0.95,MULTIROTOR,,,,0.0678
2331,SURVEY,5.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Maximum takeoff weight limit (3.0 kg) must be greater than payload weight (5.0 kg).,0.0093
2332,AGRICULTURE,2.31,50.0,97.7,85.4,FOREST,RUNWAY,BELLY_LANDING,55949.51,True,True,FIXED_WING,1.0,VTOL,,,,0.0733
2333,SURVEY,6.76,119.8,40.1,78.8,FOREST,VERTICAL,VERTICAL,20301.27,True,True,VTOL,0.95,MULTIROTOR,,,,0.0858
2334,SURVEY,3.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,-100.0,False,False,None,,None,,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,0.009
2335,MAPPING,1.03,49.6,77.5,53.6,MOUNTAIN,CATAPULT,PARACHUTE,13460.57,True,True,FIXED_WING,1.0,VTOL,,,,0.0725
2336,TRAINING,7.32,110.6,72.9,74.9,RURAL,VERTICAL,VERTICAL,67915.92,True,True,VTOL,0.95,MULTIROTOR,,,,0.0674
2337,DISASTER_RESPONSE,0.78,18.0,1.5,35.3,INDOOR,VERTICAL,VERTICAL,23766.27,True,True,MULTIROTOR,0.8,None,,,,0.0637
2338,INSPECTION,1.46,125.4,104.8,54.8,RURAL,RUNWAY,RUNWAY,76831.67,True,True,VTOL,0.8,MULTIROTOR,,,,0.0665
2339,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0384
2340,INSPECTION,19.4,85.9,73.3,49.5,RURAL,VERTICAL,VERTICAL,64452.27,True,True,VTOL,0.95,MULTIROTOR,,,,0.0694
2341,DELIVERY,23.5,43.0,13.1,80.2,DESERT,RUNWAY,VERTICAL,3094.35,True,True,MULTIROTOR,0.7,VTOL,,,,0.0698
2342,TRAINING,4.63,52.7,75.2,94.4,MARINE,VERTICAL,VERTICAL,77569.97,True,True,VTOL,0.95,MULTIROTOR,,,,0.0711
2343,SURVEY,0.72,10.1,2.5,42.4,RURAL,VERTICAL,VERTICAL,48239.51,True,True,MULTIROTOR,0.8,VTOL,,,,0.0757
2344,CUSTOM,0.21,17.7,0.7,17.4,INDOOR,VERTICAL,VERTICAL,20314.28,True,True,MULTIROTOR,0.8,None,,,,0.0745
2345,MILITARY,0.35,20.0,4.8,23.3,INDOOR,VERTICAL,VERTICAL,39428.66,True,True,MULTIROTOR,0.8,None,,,,0.0675
2346,MILITARY,1.16,6.8,3.6,38.0,INDOOR,VERTICAL,VERTICAL,68873.22,True,True,MULTIROTOR,0.8,None,,,,0.0741
2347,CUSTOM,2.81,33.3,7.7,31.3,URBAN,VERTICAL,VERTICAL,62189.19,True,True,MULTIROTOR,0.8,VTOL,,,,0.0619
2348,MILITARY,5.39,40.7,64.0,98.1,RURAL,VERTICAL,VERTICAL,44138.35,True,True,VTOL,0.95,MULTIROTOR,,,,0.0624
2349,DISASTER_RESPONSE,21.82,82.0,65.6,40.6,MOUNTAIN,VERTICAL,VERTICAL,2653.75,True,True,VTOL,0.95,MULTIROTOR,,,,0.0637
2350,SECURITY,1.39,8.4,4.3,14.7,INDOOR,VERTICAL,VERTICAL,20666.52,True,True,MULTIROTOR,0.8,None,,,,0.0629
2351,INSPECTION,0.83,7.3,1.9,39.8,INDOOR,VERTICAL,VERTICAL,37413.17,True,True,MULTIROTOR,0.8,None,,,,0.0614
2352,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.019
2353,TRAINING,2.08,46.6,85.9,81.7,RURAL,HAND_LAUNCH,PARACHUTE,24013.27,True,True,FIXED_WING,1.0,VTOL,,,,0.0642
2354,TRAINING,23.33,23.0,55.4,50.9,MOUNTAIN,RUNWAY,RUNWAY,40172.27,True,True,FIXED_WING,1.0,VTOL,,,,0.0682
2355,AGRICULTURE,6.68,51.5,68.9,96.2,RURAL,VERTICAL,VERTICAL,15406.49,True,True,VTOL,0.95,MULTIROTOR,,,,0.0682
2356,MAPPING,10.91,51.8,37.1,48.8,MOUNTAIN,VERTICAL,VERTICAL,41620.44,True,True,VTOL,0.95,MULTIROTOR,,,,0.0674
2357,AGRICULTURE,1.3,9.9,3.1,10.5,INDOOR,VERTICAL,VERTICAL,32973.34,True,True,MULTIROTOR,0.8,None,,,,0.061
2358,MAPPING,22.9,70.3,32.6,50.2,RURAL,RUNWAY,RUNWAY,9418.78,True,True,FIXED_WING,1.0,VTOL,,,,0.0642
2359,MILITARY,11.37,34.6,57.5,88.1,RURAL,RUNWAY,VERTICAL,50183.47,True,True,VTOL,0.8,MULTIROTOR,,,,0.0676
2360,MAPPING,9.8,22.7,23.7,68.5,DESERT,VERTICAL,VERTICAL,49593.48,True,True,VTOL,0.7,MULTIROTOR,,,,0.0626
2361,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0354
2362,TRAINING,2.38,16.5,7.9,39.1,URBAN,VERTICAL,VERTICAL,27866.58,True,True,MULTIROTOR,0.8,VTOL,,,,0.0611
2363,DISASTER_RESPONSE,5.18,72.6,35.7,103.1,RURAL,VERTICAL,VERTICAL,54778.31,True,True,VTOL,0.95,MULTIROTOR,,,,0.0659
2364,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.035
2365,TRAINING,1.68,30.3,10.2,48.8,RURAL,VERTICAL,VERTICAL,24615.65,True,True,MULTIROTOR,0.8,VTOL,,,,0.0622
2366,TRAINING,8.49,66.8,18.7,86.2,DESERT,RUNWAY,VERTICAL,72662.37,True,True,VTOL,0.7,MULTIROTOR,,,,0.0647
2367,SURVEY,3.2,93.8,98.6,103.2,DESERT,HAND_LAUNCH,RUNWAY,65805.18,True,True,FIXED_WING,1.0,VTOL,,,,0.0676
2368,CUSTOM,19.83,63.4,13.5,65.4,RURAL,VERTICAL,VERTICAL,75916.17,True,True,VTOL,0.5,MULTIROTOR,,,,0.066
2369,AGRICULTURE,1.99,125.3,46.4,96.9,MOUNTAIN,HAND_LAUNCH,RUNWAY,27436.99,True,True,FIXED_WING,1.0,VTOL,,,,0.07
2370,INSPECTION,0.4,7.9,3.0,16.1,INDOOR,VERTICAL,VERTICAL,5572.73,True,True,MULTIROTOR,0.8,None,,,,0.0596
2371,SURVEY,6.15,70.2,102.1,107.1,MARINE,VERTICAL,VERTICAL,73626.49,True,True,VTOL,0.95,MULTIROTOR,,,,0.0657
2372,DELIVERY,2.47,63.2,45.0,76.9,RURAL,RUNWAY,BELLY_LANDING,55008.64,True,True,FIXED_WING,1.0,VTOL,,,,0.0683
2373,SECURITY,1.97,49.0,90.3,100.3,FOREST,RUNWAY,RUNWAY,23759.02,True,True,FIXED_WING,1.0,VTOL,,,,0.0674
2374,TRAINING,0.86,37.4,10.6,29.2,RURAL,VERTICAL,VERTICAL,70043.31,True,True,MULTIROTOR,0.8,VTOL,,,,0.0659
2375,DELIVERY,22.01,85.1,78.6,68.1,DESERT,VERTICAL,VERTICAL,12659.84,True,True,VTOL,0.95,MULTIROTOR,,,,0.0684
2376,CUSTOM,7.38,113.8,43.9,99.6,RURAL,VERTICAL,VERTICAL,36846.16,True,True,VTOL,0.95,MULTIROTOR,,,,0.0641
2377,CUSTOM,0.94,18.0,14.7,27.2,URBAN,VERTICAL,VERTICAL,73788.05,True,True,MULTIROTOR,0.8,VTOL,,,,0.0621
2378,SURVEY,18.0,280.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,0.0417
2379,MILITARY,1.21,21.4,4.2,32.6,INDOOR,VERTICAL,VERTICAL,24645.71,True,True,MULTIROTOR,0.8,None,,,,0.0608
2380,RESEARCH,2.23,114.6,46.4,54.1,MOUNTAIN,CATAPULT,BELLY_LANDING,11564.7,True,True,FIXED_WING,1.0,VTOL,,,,0.0638
2381,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0374
2382,MILITARY,11.6,42.6,68.6,62.8,DESERT,RUNWAY,RUNWAY,67743.57,True,True,FIXED_WING,1.0,VTOL,,,,0.0648
2383,SURVEY,0.82,13.8,3.6,34.8,INDOOR,VERTICAL,VERTICAL,14075.14,True,True,MULTIROTOR,0.8,None,,,,0.0591
2384,MAPPING,21.12,51.6,61.6,88.7,MOUNTAIN,VERTICAL,VERTICAL,64376.9,True,True,VTOL,0.95,MULTIROTOR,,,,0.068
2385,INSPECTION,20.5,63.5,79.0,46.0,MOUNTAIN,VERTICAL,RUNWAY,5622.53,True,True,VTOL,0.95,MULTIROTOR,,,,0.0664
2386,DELIVERY,20.25,42.7,43.2,87.6,MOUNTAIN,RUNWAY,RUNWAY,36064.71,True,True,FIXED_WING,1.0,VTOL,,,,0.0629
2387,SURVEY,3.0,30.0,-5.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target range must be greater than 0 km. Provided: -5.0 km.,0.008
2388,DELIVERY,3.85,12.6,12.7,36.0,URBAN,VERTICAL,VERTICAL,45871.61,True,True,MULTIROTOR,0.8,VTOL,,,,0.0625
2389,SECURITY,3.06,71.3,60.1,92.5,MARINE,VERTICAL,VERTICAL,11585.32,True,True,VTOL,0.95,MULTIROTOR,,,,0.0644
2390,SURVEY,3.0,30.0,-5.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target range must be greater than 0 km. Provided: -5.0 km.,0.0077
2391,SURVEY,2.6,66.4,45.2,68.9,MARINE,VERTICAL,VERTICAL,9695.9,True,True,VTOL,0.95,MULTIROTOR,,,,0.0634
2392,DISASTER_RESPONSE,20.88,24.2,22.8,55.2,DESERT,VERTICAL,VERTICAL,64090.23,True,True,VTOL,0.7,MULTIROTOR,,,,0.0632
2393,INSPECTION,1.22,36.4,3.3,33.4,RURAL,VERTICAL,VERTICAL,26191.28,True,True,MULTIROTOR,0.8,VTOL,,,,0.0618
2394,AGRICULTURE,1.44,21.0,4.0,19.7,INDOOR,VERTICAL,VERTICAL,71016.76,True,True,MULTIROTOR,0.8,None,,,,0.0586
2395,RESEARCH,3.29,13.6,10.6,26.1,URBAN,VERTICAL,VERTICAL,3445.55,True,True,MULTIROTOR,0.8,VTOL,,,,0.0662
2396,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0346
2397,SECURITY,11.12,89.6,75.1,84.7,DESERT,VERTICAL,VERTICAL,8385.96,True,True,VTOL,0.95,MULTIROTOR,,,,0.0678
2398,RESEARCH,1.42,14.3,3.2,36.9,INDOOR,VERTICAL,VERTICAL,50622.46,True,True,MULTIROTOR,0.8,None,,,,0.0586
2399,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0344
2400,DELIVERY,23.89,41.4,68.4,54.6,MOUNTAIN,RUNWAY,RUNWAY,77497.83,True,True,FIXED_WING,1.0,VTOL,,,,0.0707
2401,INSPECTION,4.78,76.1,77.3,77.0,MARINE,VERTICAL,VERTICAL,59669.34,True,True,VTOL,0.95,MULTIROTOR,,,,0.0661
2402,RESEARCH,9.29,35.7,43.9,46.0,DESERT,VERTICAL,RUNWAY,31123.96,True,True,VTOL,0.95,MULTIROTOR,,,,0.0629
2403,MILITARY,11.58,43.9,40.5,77.6,MOUNTAIN,VERTICAL,RUNWAY,4120.2,True,True,VTOL,0.95,MULTIROTOR,,,,0.0636
2404,SURVEY,1.34,21.3,3.9,14.3,INDOOR,VERTICAL,VERTICAL,14918.32,True,True,MULTIROTOR,0.8,None,,,,0.0613
2405,DELIVERY,1.13,22.3,3.9,22.7,INDOOR,VERTICAL,VERTICAL,54322.27,True,True,MULTIROTOR,0.8,None,,,,0.0601
2406,DELIVERY,2.94,15.1,7.8,31.3,URBAN,VERTICAL,VERTICAL,5068.23,True,True,MULTIROTOR,0.8,VTOL,,,,0.0682
2407,AGRICULTURE,2.04,16.4,9.3,27.1,RURAL,VERTICAL,VERTICAL,30667.99,True,True,MULTIROTOR,0.8,VTOL,,,,0.0631
2408,SURVEY,4.14,69.0,31.3,53.5,FOREST,RUNWAY,PARACHUTE,67305.99,True,True,FIXED_WING,1.0,VTOL,,,,0.0632
2409,SECURITY,2.67,30.3,56.2,64.2,FOREST,VERTICAL,VERTICAL,23477.22,True,True,VTOL,0.95,MULTIROTOR,,,,0.0634
2410,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0343
2411,AGRICULTURE,4.9,148.4,112.0,80.0,MOUNTAIN,HAND_LAUNCH,PARACHUTE,23189.48,True,True,FIXED_WING,1.0,VTOL,,,,0.0634
2412,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0338
2413,TRAINING,4.27,96.0,85.9,57.8,MOUNTAIN,CATAPULT,NET_RECOVERY,65147.17,True,True,FIXED_WING,1.0,VTOL,,,,0.0641
2414,SURVEY,2.92,13.3,7.6,29.7,URBAN,VERTICAL,VERTICAL,50245.77,True,True,MULTIROTOR,0.8,VTOL,,,,0.0666
2415,MAPPING,4.64,36.1,137.8,76.4,RURAL,VERTICAL,VERTICAL,37864.08,True,True,VTOL,0.95,MULTIROTOR,,,,0.0627
2416,INSPECTION,6.74,71.3,73.6,78.6,RURAL,VERTICAL,VERTICAL,60548.38,True,True,VTOL,0.95,MULTIROTOR,,,,0.0636
2417,CUSTOM,8.81,75.5,56.4,60.4,MOUNTAIN,VERTICAL,VERTICAL,34164.56,True,True,VTOL,0.95,MULTIROTOR,,,,0.0632
2418,SURVEY,3.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,-100.0,False,False,None,,None,,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,0.0081
2419,CUSTOM,16.37,55.2,58.8,67.6,RURAL,RUNWAY,VERTICAL,32335.18,True,True,VTOL,0.8,MULTIROTOR,,,,0.0651
2420,SURVEY,2.65,16.2,3.3,42.7,RURAL,VERTICAL,VERTICAL,43692.6,True,True,MULTIROTOR,0.8,VTOL,,,,0.062
2421,MAPPING,1.31,23.8,2.2,15.6,INDOOR,VERTICAL,VERTICAL,35233.47,True,True,MULTIROTOR,0.8,None,,,,0.0591
2422,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.0083
2423,MAPPING,2.82,74.7,76.1,94.8,MOUNTAIN,VERTICAL,VERTICAL,31672.85,True,True,VTOL,0.95,MULTIROTOR,,,,0.066
2424,INSPECTION,17.8,30.0,43.0,63.3,MOUNTAIN,VERTICAL,VERTICAL,71809.6,True,True,VTOL,0.95,MULTIROTOR,,,,0.0653
2425,MILITARY,16.05,65.9,67.4,82.8,MOUNTAIN,VERTICAL,VERTICAL,60935.05,True,True,VTOL,0.95,MULTIROTOR,,,,0.0693
2426,AGRICULTURE,18.79,82.2,65.6,67.6,RURAL,VERTICAL,VERTICAL,75806.88,True,True,VTOL,0.95,MULTIROTOR,,,,0.0631
2427,DISASTER_RESPONSE,2.26,13.3,9.6,26.1,RURAL,VERTICAL,VERTICAL,67704.76,True,True,MULTIROTOR,0.8,VTOL,,,,0.0629
2428,MAPPING,1.18,11.9,10.6,42.6,RURAL,VERTICAL,VERTICAL,11175.42,True,True,MULTIROTOR,0.8,VTOL,,,,0.0659
2429,CUSTOM,1.09,9.0,2.6,28.5,INDOOR,VERTICAL,VERTICAL,68612.01,True,True,MULTIROTOR,0.8,None,,,,0.0589
2430,MILITARY,1.26,24.5,2.6,32.3,INDOOR,VERTICAL,VERTICAL,5285.89,True,True,MULTIROTOR,0.8,None,,,,0.0629
2431,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0341
2432,MILITARY,1.26,22.0,1.0,13.9,INDOOR,VERTICAL,VERTICAL,14349.17,True,True,MULTIROTOR,0.8,None,,,,0.0621
2433,DISASTER_RESPONSE,3.07,12.3,2.2,31.4,RURAL,VERTICAL,VERTICAL,59355.29,True,True,MULTIROTOR,0.8,VTOL,,,,0.0641
2434,MAPPING,2.92,125.8,37.1,100.8,MOUNTAIN,CATAPULT,PARACHUTE,12843.79,True,True,FIXED_WING,1.0,VTOL,,,,0.072
2435,SECURITY,2.01,13.9,11.2,35.5,URBAN,VERTICAL,VERTICAL,22626.97,True,True,MULTIROTOR,0.8,VTOL,,,,0.0649
2436,MAPPING,2.31,64.4,84.4,102.2,MOUNTAIN,RUNWAY,BELLY_LANDING,7600.92,True,True,FIXED_WING,1.0,VTOL,,,,0.0633
2437,SURVEY,3.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,-100.0,False,False,None,,None,,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,0.0078
2438,INSPECTION,11.26,61.8,29.7,79.2,MOUNTAIN,VERTICAL,VERTICAL,38266.44,True,True,VTOL,0.8,MULTIROTOR,,,,0.0642
2439,MAPPING,24.01,25.9,58.0,84.2,MOUNTAIN,RUNWAY,VERTICAL,52869.53,True,True,VTOL,0.8,MULTIROTOR,,,,0.0627
2440,SECURITY,1.15,9.6,4.7,13.4,INDOOR,VERTICAL,VERTICAL,35778.36,True,True,MULTIROTOR,0.8,None,,,,0.0588
2441,MILITARY,3.54,98.8,91.5,70.9,MOUNTAIN,CATAPULT,RUNWAY,26594.74,True,True,FIXED_WING,1.0,VTOL,,,,0.0645
2442,INSPECTION,1.83,138.2,54.1,55.2,FOREST,HAND_LAUNCH,BELLY_LANDING,14183.37,True,True,VTOL,0.8,MULTIROTOR,,,,0.0627
2443,DELIVERY,2.32,23.7,8.2,45.2,RURAL,VERTICAL,VERTICAL,2773.02,True,True,MULTIROTOR,0.8,VTOL,,,,0.0614
2444,TRAINING,4.37,110.6,131.0,97.5,MOUNTAIN,VERTICAL,VERTICAL,19883.74,True,True,VTOL,0.95,MULTIROTOR,,,,0.0681
2445,INSPECTION,1.08,23.9,3.6,27.4,INDOOR,VERTICAL,VERTICAL,18806.02,True,True,MULTIROTOR,0.8,None,,,,0.0588
2446,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0342
2447,MILITARY,6.3,54.8,132.9,116.3,MOUNTAIN,VERTICAL,VERTICAL,28370.96,True,True,VTOL,0.95,MULTIROTOR,,,,0.063
