CASE_ID,CASE_CATEGORY,MISSION_TYPE,PAYLOAD_KG,RANGE_KM,ENDURANCE_MIN,CRUISE_SPEED_KMH,HOVER_REQUIRED,VTOL_REQUIRED,RUNWAY_AVAILABLE,CONFINED_OPERATION,ENVIRONMENT,OPTIMIZATION_PRIORITY,EXPECTED_FAMILY,RAW_SELECTOR_OUTPUT,NORMALIZED_FAMILY_OUTPUT,SELECTED_SCORE,CONFIDENCE,ALTERNATIVE_CANDIDATES,REASONING_PROS,PENALTIES_CONS,VALIDATION_RESULT,FINAL_TEST_CLASSIFICATION,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_MR_001,DETERMINISTIC,INSPECTION,0.1,1.0,10.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_FW_136,DETERMINISTIC,SURVEY,2.0,80.0,120.0,95.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_137,DETERMINISTIC,MAPPING,3.0,100.0,120.0,96.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_138,DETERMINISTIC,AGRICULTURE,5.0,100.0,120.0,97.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_139,DETERMINISTIC,MILITARY,7.5,120.0,150.0,98.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_140,DETERMINISTIC,RESEARCH,10.0,120.0,150.0,99.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_141,DETERMINISTIC,SURVEY,0.5,150.0,150.0,100.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_142,DETERMINISTIC,MAPPING,1.0,150.0,180.0,101.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_143,DETERMINISTIC,AGRICULTURE,2.0,200.0,180.0,102.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_144,DETERMINISTIC,MILITARY,3.0,200.0,180.0,103.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_145,DETERMINISTIC,RESEARCH,5.0,30.0,240.0,104.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_146,DETERMINISTIC,SURVEY,7.5,30.0,240.0,105.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.05,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_147,DETERMINISTIC,MAPPING,10.0,45.0,240.0,106.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_148,DETERMINISTIC,AGRICULTURE,0.5,45.0,45.0,107.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_149,DETERMINISTIC,MILITARY,1.0,60.0,45.0,108.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_150,DETERMINISTIC,RESEARCH,2.0,60.0,45.0,109.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_001,DETERMINISTIC,DISASTER_RESPONSE,0.5,30.0,45.0,85.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_002,DETERMINISTIC,DELIVERY,1.0,30.0,45.0,86.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; QUADCOPTER:0.6; OCTOCOPTER:0.6; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_003,DETERMINISTIC,SECURITY,2.0,45.0,45.0,87.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_004,DETERMINISTIC,MAPPING,3.0,45.0,60.0,88.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_005,DETERMINISTIC,SURVEY,5.0,60.0,60.0,89.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_006,DETERMINISTIC,DISASTER_RESPONSE,8.0,60.0,60.0,90.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_007,DETERMINISTIC,DELIVERY,10.0,80.0,90.0,91.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_008,DETERMINISTIC,SECURITY,0.5,80.0,90.0,92.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_009,DETERMINISTIC,MAPPING,1.0,100.0,90.0,93.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_010,DETERMINISTIC,SURVEY,2.0,100.0,120.0,94.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_011,DETERMINISTIC,DISASTER_RESPONSE,3.0,120.0,120.0,95.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_012,DETERMINISTIC,DELIVERY,5.0,120.0,120.0,96.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_013,DETERMINISTIC,SECURITY,8.0,150.0,150.0,97.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_014,DETERMINISTIC,MAPPING,10.0,150.0,150.0,98.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_015,DETERMINISTIC,SURVEY,0.5,30.0,150.0,99.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_016,DETERMINISTIC,DISASTER_RESPONSE,1.0,30.0,180.0,100.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_017,DETERMINISTIC,DELIVERY,2.0,45.0,180.0,101.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_018,DETERMINISTIC,SECURITY,3.0,45.0,180.0,102.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_019,DETERMINISTIC,MAPPING,5.0,60.0,45.0,103.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_020,DETERMINISTIC,SURVEY,8.0,60.0,45.0,104.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_021,DETERMINISTIC,DISASTER_RESPONSE,10.0,80.0,45.0,105.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; OCTOCOPTER:0.25; FIXED_WING:0.15; QUADCOPTER:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_022,DETERMINISTIC,DELIVERY,0.5,80.0,60.0,106.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_023,DETERMINISTIC,SECURITY,1.0,100.0,60.0,107.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_024,DETERMINISTIC,MAPPING,2.0,100.0,60.0,108.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_025,DETERMINISTIC,SURVEY,3.0,120.0,90.0,109.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_026,DETERMINISTIC,DISASTER_RESPONSE,5.0,120.0,90.0,110.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_027,DETERMINISTIC,DELIVERY,8.0,150.0,90.0,111.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_028,DETERMINISTIC,SECURITY,10.0,150.0,120.0,112.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_029,DETERMINISTIC,MAPPING,0.5,30.0,120.0,113.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_030,DETERMINISTIC,SURVEY,1.0,30.0,120.0,114.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_031,DETERMINISTIC,DISASTER_RESPONSE,2.0,45.0,150.0,115.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_032,DETERMINISTIC,DELIVERY,3.0,45.0,150.0,116.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_033,DETERMINISTIC,SECURITY,5.0,60.0,150.0,117.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_034,DETERMINISTIC,MAPPING,8.0,60.0,180.0,118.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_035,DETERMINISTIC,SURVEY,10.0,80.0,180.0,119.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_036,DETERMINISTIC,DISASTER_RESPONSE,0.5,80.0,180.0,85.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_037,DETERMINISTIC,DELIVERY,1.0,100.0,45.0,86.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_038,DETERMINISTIC,SECURITY,2.0,100.0,45.0,87.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_039,DETERMINISTIC,MAPPING,3.0,120.0,45.0,88.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25; FIXED_WING:0.15,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_040,DETERMINISTIC,SURVEY,5.0,120.0,60.0,89.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_041,DETERMINISTIC,DISASTER_RESPONSE,8.0,150.0,60.0,90.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_042,DETERMINISTIC,DELIVERY,10.0,150.0,60.0,91.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.0,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_043,DETERMINISTIC,SECURITY,0.5,30.0,90.0,92.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_044,DETERMINISTIC,MAPPING,1.0,30.0,90.0,93.0,False,True,False,True,MOUNTAIN,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; FIXED_WING:0.3; QUADCOPTER:0.3,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
CASE_VTOL_045,DETERMINISTIC,SURVEY,2.0,45.0,90.0,94.0,False,True,False,True,FOREST,BALANCED,VTOL,VTOL,VTOL,0.95,0.9,HEXACOPTER:0.55; FIXED_WING:0.3; OCTOCOPTER:0.25; QUADCOPTER:0.1,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,,VALID,PASS,,,,
