case_id,case_category,mission_type,payload_kg,range_km,endurance_min,cruise_speed_kmh,hover_required,vtol_required,runway_available,confined_operation,environment,expected_family,old_raw_output,old_normalized_family,new_status,new_selected_family,MULTIROTOR_score,FIXED_WING_score,VTOL_score,eligible_families,eliminated_families,confidence,reasoning,automatic_result,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_VTOL_044,DETERMINISTIC,MAPPING,1.0,30.0,90.0,93.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_045,DETERMINISTIC,SURVEY,2.0,45.0,90.0,94.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_046,DETERMINISTIC,DISASTER_RESPONSE,3.0,45.0,120.0,95.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_047,DETERMINISTIC,DELIVERY,5.0,60.0,120.0,96.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_048,DETERMINISTIC,SECURITY,8.0,60.0,120.0,97.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_049,DETERMINISTIC,MAPPING,10.0,80.0,150.0,98.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_050,DETERMINISTIC,SURVEY,0.5,80.0,150.0,99.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_051,DETERMINISTIC,DISASTER_RESPONSE,1.0,100.0,150.0,100.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_052,DETERMINISTIC,DELIVERY,2.0,100.0,180.0,101.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_053,DETERMINISTIC,SECURITY,3.0,120.0,180.0,102.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_054,DETERMINISTIC,MAPPING,5.0,120.0,180.0,103.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_055,DETERMINISTIC,SURVEY,8.0,150.0,45.0,104.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_056,DETERMINISTIC,DISASTER_RESPONSE,10.0,150.0,45.0,105.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_057,DETERMINISTIC,DELIVERY,0.5,30.0,45.0,106.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.6,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_058,DETERMINISTIC,SECURITY,1.0,30.0,60.0,107.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_059,DETERMINISTIC,MAPPING,2.0,45.0,60.0,108.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_060,DETERMINISTIC,SURVEY,3.0,45.0,60.0,109.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_061,DETERMINISTIC,DISASTER_RESPONSE,5.0,60.0,90.0,110.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_062,DETERMINISTIC,DELIVERY,8.0,60.0,90.0,111.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_063,DETERMINISTIC,SECURITY,10.0,80.0,90.0,112.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_064,DETERMINISTIC,MAPPING,0.5,80.0,120.0,113.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_065,DETERMINISTIC,SURVEY,1.0,100.0,120.0,114.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_066,DETERMINISTIC,DISASTER_RESPONSE,2.0,100.0,120.0,115.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_067,DETERMINISTIC,DELIVERY,3.0,120.0,150.0,116.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_068,DETERMINISTIC,SECURITY,5.0,120.0,150.0,117.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_069,DETERMINISTIC,MAPPING,8.0,150.0,150.0,118.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_070,DETERMINISTIC,SURVEY,10.0,150.0,180.0,119.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_071,DETERMINISTIC,DISASTER_RESPONSE,0.5,30.0,180.0,85.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_072,DETERMINISTIC,DELIVERY,1.0,30.0,180.0,86.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_073,DETERMINISTIC,SECURITY,2.0,45.0,45.0,87.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_074,DETERMINISTIC,MAPPING,3.0,45.0,45.0,88.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_075,DETERMINISTIC,SURVEY,5.0,60.0,45.0,89.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_076,DETERMINISTIC,DISASTER_RESPONSE,8.0,60.0,60.0,90.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_077,DETERMINISTIC,DELIVERY,10.0,80.0,60.0,91.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_078,DETERMINISTIC,SECURITY,0.5,80.0,60.0,92.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_079,DETERMINISTIC,MAPPING,1.0,100.0,90.0,93.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_080,DETERMINISTIC,SURVEY,2.0,100.0,90.0,94.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_081,DETERMINISTIC,DISASTER_RESPONSE,3.0,120.0,90.0,95.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_082,DETERMINISTIC,DELIVERY,5.0,120.0,120.0,96.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_083,DETERMINISTIC,SECURITY,8.0,150.0,120.0,97.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_084,DETERMINISTIC,MAPPING,10.0,150.0,120.0,98.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_085,DETERMINISTIC,SURVEY,0.5,30.0,150.0,99.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_086,DETERMINISTIC,DISASTER_RESPONSE,1.0,30.0,150.0,100.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_087,DETERMINISTIC,DELIVERY,2.0,45.0,150.0,101.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_088,DETERMINISTIC,SECURITY,3.0,45.0,180.0,102.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_089,DETERMINISTIC,MAPPING,5.0,60.0,180.0,103.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_090,DETERMINISTIC,SURVEY,8.0,60.0,180.0,104.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_091,DETERMINISTIC,DISASTER_RESPONSE,10.0,80.0,45.0,105.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_092,DETERMINISTIC,DELIVERY,0.5,80.0,45.0,106.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_093,DETERMINISTIC,SECURITY,1.0,100.0,45.0,107.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.4,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_094,DETERMINISTIC,MAPPING,2.0,100.0,60.0,108.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_095,DETERMINISTIC,SURVEY,3.0,120.0,60.0,109.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_096,DETERMINISTIC,DISASTER_RESPONSE,5.0,120.0,60.0,110.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_097,DETERMINISTIC,DELIVERY,8.0,150.0,90.0,111.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_098,DETERMINISTIC,SECURITY,10.0,150.0,90.0,112.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_099,DETERMINISTIC,MAPPING,0.5,30.0,90.0,113.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_100,DETERMINISTIC,SURVEY,1.0,30.0,120.0,114.0,False,True,False,True,MOUNTAIN,VTOL,VTOL,VTOL,SELECTED,VTOL,0.3,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
CASE_VTOL_101,DETERMINISTIC,DISASTER_RESPONSE,2.0,45.0,120.0,115.0,False,True,False,True,FOREST,VTOL,VTOL,VTOL,SELECTED,VTOL,0.1,0.0,0.95,MULTIROTOR; VTOL,"FIXED_WING:Conventional fixed-wing aircraft cannot perform vertical takeoff, vertical landing, or sustained hover.",0.95,Combines vertical takeoff with long-range fixed-wing cruise | No runway required | High range and endurance | Optimal choice for vertical takeoff combined with long range (> 30 km).,PASS,,,,
