Case ID,Mission Type,Payload Weight (kg),Range (km),Endurance (min),Cruise Speed (km/h),Takeoff Type,Landing Type,Operating Environment,Budget,Selected Vehicle Family,Selection Success,Selection Score,Primary Candidate,Alternative Candidate 1,Alternative Candidate 1 Score,Alternative Candidate 2,Alternative Candidate 2 Score,Candidate Ranking,Selection Reason,Status,Failure Category,Failure Reason,Warnings
2526,DISASTER_RESPONSE,0.13,4.1,17.8,15.1,VERTICAL,VERTICAL,INDOOR,3739.87,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 0.13 kg payload, 4.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2527,RESEARCH,0.59,7.0,17.2,23.6,VERTICAL,VERTICAL,URBAN,69143.3,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 0.59 kg payload, 7.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2528,MAPPING,1.3,9.8,31.9,45.2,VERTICAL,VERTICAL,RURAL,46831.66,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 1.3 kg payload, 9.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2529,SECURITY,2.92,2.8,31.2,40.6,VERTICAL,VERTICAL,RURAL,57841.14,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 2.92 kg payload, 2.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2530,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
2531,RESEARCH,1.12,9.0,19.3,47.8,VERTICAL,VERTICAL,URBAN,7413.33,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 1.12 kg payload, 9.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2532,SECURITY,9.32,57.2,56.7,41.7,VERTICAL,VERTICAL,RURAL,53791.44,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 9.32 kg payload, 57.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2533,INSPECTION,2.0,5.9,13.4,31.3,VERTICAL,VERTICAL,RURAL,25510.68,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 2.0 kg payload, 5.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2534,DISASTER_RESPONSE,2.1,65.4,130.1,73.9,HAND_LAUNCH,RUNWAY,RURAL,71761.83,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 2.1 kg payload, 65.4 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2535,TRAINING,3.98,42.0,124.9,78.2,HAND_LAUNCH,RUNWAY,RURAL,9642.66,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the TRAINING mission because it optimally satisfies the 3.98 kg payload, 42.0 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2536,DELIVERY,20.21,49.5,65.0,82.9,VERTICAL,RUNWAY,RURAL,74626.22,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 20.21 kg payload, 49.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2537,RESEARCH,5.01,119.5,92.1,61.9,VERTICAL,VERTICAL,MARINE,42270.04,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 5.01 kg payload, 119.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2538,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
2539,CUSTOM,16.22,59.5,80.5,73.8,VERTICAL,VERTICAL,RURAL,38998.43,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the CUSTOM mission because it optimally satisfies the 16.22 kg payload, 59.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2540,SURVEY,3.0,20.0,30.0,0.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,
2541,DISASTER_RESPONSE,4.18,104.0,108.7,98.1,VERTICAL,VERTICAL,MOUNTAIN,50113.98,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 4.18 kg payload, 104.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2542,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
2543,SURVEY,18.0,20.0,280.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (18.0 kg) and ultra-long endurance (280.0 min) is physically unachievable.,
2544,MILITARY,0.37,1.1,11.1,25.3,VERTICAL,VERTICAL,INDOOR,22755.2,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 0.37 kg payload, 1.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2545,RESEARCH,2.78,3.8,36.5,43.0,VERTICAL,VERTICAL,RURAL,70279.74,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 2.78 kg payload, 3.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2546,AGRICULTURE,1.05,1.3,18.4,28.7,VERTICAL,VERTICAL,INDOOR,41270.17,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 1.05 kg payload, 1.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2547,SURVEY,2.0,20.0,30.0,350.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,
2548,RESEARCH,1.4,1.3,22.3,29.8,VERTICAL,VERTICAL,INDOOR,72030.83,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 1.4 kg payload, 1.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2549,AGRICULTURE,9.51,45.4,41.7,61.3,VERTICAL,VERTICAL,DESERT,66233.7,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 9.51 kg payload, 45.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2550,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
2551,INSPECTION,2.76,108.8,64.6,70.8,HAND_LAUNCH,PARACHUTE,RURAL,10149.01,VTOL,True,0.8,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 2.76 kg payload, 108.8 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2552,DISASTER_RESPONSE,0.73,3.1,9.5,21.4,VERTICAL,VERTICAL,INDOOR,54709.15,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 0.73 kg payload, 3.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2553,SECURITY,1.46,13.6,31.5,46.5,VERTICAL,VERTICAL,RURAL,69538.86,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 1.46 kg payload, 13.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2554,RESEARCH,7.17,136.0,35.2,73.6,VERTICAL,VERTICAL,MOUNTAIN,40227.72,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 7.17 kg payload, 136.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2555,DELIVERY,3.44,35.8,117.6,95.8,VERTICAL,VERTICAL,RURAL,19445.9,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 3.44 kg payload, 35.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2556,SURVEY,0.16,2.9,14.4,18.8,VERTICAL,VERTICAL,INDOOR,16131.94,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.16 kg payload, 2.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2557,SURVEY,2.42,7.2,18.7,34.1,VERTICAL,VERTICAL,URBAN,22488.54,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 2.42 kg payload, 7.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2558,DELIVERY,0.76,3.9,7.6,30.4,VERTICAL,VERTICAL,INDOOR,68439.5,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 0.76 kg payload, 3.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2559,DELIVERY,4.9,143.4,105.9,68.8,VERTICAL,VERTICAL,RURAL,3224.48,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 4.9 kg payload, 143.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2560,RESEARCH,3.87,117.7,87.8,69.2,CATAPULT,RUNWAY,FOREST,73750.11,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 3.87 kg payload, 117.7 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2561,CUSTOM,4.11,99.3,74.5,79.1,VERTICAL,VERTICAL,MOUNTAIN,31400.64,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the CUSTOM mission because it optimally satisfies the 4.11 kg payload, 99.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2562,RESEARCH,10.02,41.5,25.6,41.8,VERTICAL,VERTICAL,RURAL,79904.32,VTOL,True,0.95,VTOL,MULTIROTOR,0.15,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 10.02 kg payload, 41.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2563,RESEARCH,0.17,1.0,9.3,38.6,VERTICAL,VERTICAL,INDOOR,21777.49,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 0.17 kg payload, 1.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2564,MAPPING,0.86,0.8,5.7,22.6,VERTICAL,VERTICAL,INDOOR,25926.28,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 0.86 kg payload, 0.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2565,DISASTER_RESPONSE,0.73,2.2,11.0,30.2,VERTICAL,VERTICAL,INDOOR,56826.85,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 0.73 kg payload, 2.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2566,DELIVERY,1.28,29.4,86.5,83.5,RUNWAY,PARACHUTE,DESERT,55583.78,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.3,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.28 kg payload, 29.4 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2567,DELIVERY,1.93,74.1,113.4,96.4,RUNWAY,NET_RECOVERY,RURAL,52659.08,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.93 kg payload, 74.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2568,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
2569,SECURITY,3.32,14.8,15.4,42.9,VERTICAL,VERTICAL,URBAN,78033.88,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 3.32 kg payload, 14.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2570,AGRICULTURE,1.75,10.9,24.5,30.4,VERTICAL,VERTICAL,RURAL,9421.49,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 1.75 kg payload, 10.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2571,SURVEY,1.03,1.1,19.4,15.4,VERTICAL,VERTICAL,INDOOR,38580.23,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 1.03 kg payload, 1.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2572,AGRICULTURE,9.67,62.4,29.7,40.2,RUNWAY,RUNWAY,MOUNTAIN,10654.48,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.4,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 9.67 kg payload, 62.4 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2573,CUSTOM,3.17,12.1,32.0,46.1,VERTICAL,VERTICAL,RURAL,71303.08,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 3.17 kg payload, 12.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2574,SURVEY,3.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,-100.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,
2575,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
2576,MILITARY,2.76,107.2,107.8,99.2,HAND_LAUNCH,BELLY_LANDING,DESERT,70098.3,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 2.76 kg payload, 107.2 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2577,TRAINING,19.07,22.8,50.2,61.7,VERTICAL,RUNWAY,MOUNTAIN,63620.26,VTOL,True,0.7,VTOL,MULTIROTOR,0.05,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.7, Rating: GOOD). This category is recommended for the TRAINING mission because it optimally satisfies the 19.07 kg payload, 22.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2578,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
2579,SURVEY,0.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,
2580,DELIVERY,0.34,3.5,21.2,34.6,VERTICAL,VERTICAL,INDOOR,12756.42,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 0.34 kg payload, 3.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2581,AGRICULTURE,2.75,11.2,24.5,30.0,VERTICAL,VERTICAL,RURAL,32207.45,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 2.75 kg payload, 11.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2582,SURVEY,1.05,4.7,14.9,32.0,VERTICAL,VERTICAL,URBAN,29323.44,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 1.05 kg payload, 4.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2583,SECURITY,9.45,71.1,23.8,84.6,RUNWAY,VERTICAL,DESERT,26829.17,VTOL,True,0.8,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.8, Rating: GOOD). This category is recommended for the SECURITY mission because it optimally satisfies the 9.45 kg payload, 71.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2584,DELIVERY,1.02,4.1,14.7,22.7,VERTICAL,VERTICAL,INDOOR,76854.12,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DELIVERY mission because it optimally satisfies the 1.02 kg payload, 4.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2585,MAPPING,3.22,39.7,59.9,64.3,HAND_LAUNCH,BELLY_LANDING,FOREST,64045.06,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 3.22 kg payload, 39.7 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2586,INSPECTION,0.92,3.0,18.9,21.9,VERTICAL,VERTICAL,INDOOR,70464.64,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 0.92 kg payload, 3.0 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2587,RESEARCH,19.96,67.9,67.9,72.7,VERTICAL,VERTICAL,RURAL,12142.31,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 19.96 kg payload, 67.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
2588,SURVEY,0.43,2.8,12.3,27.5,VERTICAL,VERTICAL,INDOOR,13067.83,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.43 kg payload, 2.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
